ID,Group,Value
9825,12,998
9826,12,1234
9827,12,117
9828,12,790
9829,12,1985
9830,12,1333
9831,12,1748
9832,12,1466
9833,12,755
9834,12,1583
9835,12,699
9836,12,1544
9837,12,75
9838,12,698
9839,12,1005
9840,12,1852
9841,12,676
9842,12,742
9843,12,1002
9844,12,339
9845,12,809
9846,12,455
9847,12,479
9848,12,1341
9849,12,853
9850,12,1178
9851,12,1014
9852,12,63
9853,12,1145
9854,12,1654
9855,12,821
9856,12,892
9857,12,646
9858,12,137
9859,12,992
9860,12,1446
9861,12,1790
9862,12,1839
9863,12,1561
9864,12,1513
9865,12,1533
9866,12,1486
9867,12,284
9868,12,977
9869,12,1282
9870,12,1462
9871,12,545
9872,12,2
9873,12,1031
9874,12,1186
9875,12,1917
9876,12,416
9877,12,108
9878,12,1687
9879,12,907
9880,12,1876
9881,12,430
9882,12,1011
9883,12,743
9884,12,1484
9885,12,723
9886,12,1081
9887,12,1416
9888,12,1747
9889,12,1734
9890,12,1275
9891,12,1029
9892,12,1366
9893,12,4
9894,12,342
9895,12,1474
9896,12,258
9897,12,1885
9898,12,1912
9899,12,778
9900,12,290
9901,12,1423
9902,12,1731
9903,12,666
9904,12,705
9905,12,1700
9906,12,130
9907,12,1768
9908,12,325
9909,12,999
9910,12,1901
9911,12,1697
9912,12,1524
9913,12,105
9914,12,679
9915,12,1704
9916,12,1049
9917,12,342
9918,12,1267
9919,12,276
9920,12,413
9921,12,675
9922,12,338
9923,12,699
9924,12,1981
9925,12,1327
9926,12,1093
9927,12,609
9928,12,837
9929,12,370
9930,12,252
9931,12,652
9932,12,1981
9933,12,1972
9934,12,1041
9935,12,315
9936,12,1293
9937,12,1223
9938,12,1173
9939,12,1513
9940,12,655
9941,12,360
9942,12,27
9943,12,1547
9944,12,353
9945,12,1272
9946,12,1705
9947,12,724
9948,12,513
9949,12,528
9950,12,1489
9951,12,1949
9952,12,212
9953,12,1381
9954,12,1328
9955,12,1133
9956,12,753
9957,12,917
9958,12,941
9959,12,438
9960,12,1934
9961,12,588
9962,12,443
9963,12,1039
9964,12,447
9965,12,1972
9966,12,582
9967,12,1624
9968,12,925
9969,12,242
9970,12,747
9971,12,735
9972,12,1431
9973,12,1897
9974,12,478
9975,12,333
9976,12,1452
9977,12,1564
9978,12,1716
9979,12,1035
9980,12,476
9981,12,627
9982,12,380
9983,12,1716
9984,12,1745
9985,12,1135
9986,12,349
9987,12,1545
9988,12,1232
9989,12,1556
9990,12,1167
9991,12,1286
9992,12,1232
9993,12,330
9994,12,1491
9995,12,1782
9996,12,78
9997,12,718
9998,12,603
9999,12,1129
10000,12,1447
10001,12,1011
10002,12,882
10003,12,1156
10004,12,1711
10005,12,1702
10006,12,422
10007,12,1297
10008,12,293
10009,12,1740
10010,12,559
10011,12,1967
10012,12,1496
10013,12,838
10014,12,476
10015,12,1290
10016,12,487
10017,12,1864
10018,12,1142
10019,12,1741
10020,12,1808
10021,12,827
10022,12,1952
10023,12,1478
10024,12,452
10025,12,1378
10026,12,178
10027,12,1445
10028,12,543
10029,12,1868
10030,12,991
10031,12,1671
10032,12,1096
10033,12,1817
10034,12,100
10035,12,724
10036,12,1909
10037,12,1659
10038,12,432
10039,12,1537
10040,12,296
10041,12,411
10042,12,1560
10043,12,1734
10044,12,691
10045,12,1458
10046,12,177
10047,12,1436
10048,12,1011
10049,12,1109
10050,12,1746
10051,12,1074
10052,12,1012
10053,12,1720
10054,12,1930
10055,12,1622
10056,12,427
10057,12,1001
10058,12,906
10059,12,1822
10060,12,1410
10061,12,1682
10062,12,376
10063,12,813
10064,12,724
10065,12,852
10066,12,1058
10067,12,720
10068,12,1554
10069,12,1733
10070,12,312
10071,12,1923
10072,12,447
10073,12,353
10074,12,1593
10075,12,876
10076,12,1898
10077,12,9
10078,12,1204
10079,12,1108
10080,12,616
10081,12,341
10082,12,822
10083,12,365
10084,12,1891
10085,12,985
10086,12,1237
10087,12,1340
10088,12,760
10089,12,82
10090,12,1673
10091,12,687
10092,12,1077
10093,12,591
10094,12,1586
10095,12,546
10096,12,105
10097,12,1614
10098,12,1851
10099,12,1242
10100,12,465
10101,12,1240
10102,12,155
10103,12,482
10104,12,1110
10105,12,497
10106,12,1239
10107,12,112
10108,12,516
10109,12,622
10110,12,1968
10111,12,1508
10112,12,81
10113,12,1297
10114,12,82
10115,12,977
10116,12,563
10117,12,151
10118,12,697
10119,12,983
10120,12,1254
10121,12,1736
10122,12,302
10123,12,406
10124,12,962
10125,12,142
10126,12,638
10127,12,387
10128,12,508
10129,12,713
10130,12,1475
10131,12,403
10132,12,102
10133,12,65
10134,12,257
10135,12,1621
10136,12,1608
10137,12,1310
10138,12,963
10139,12,1535
10140,12,1966
10141,12,138
10142,12,512
10143,12,593
10144,12,1936
10145,13,1262
10146,13,1703
10147,13,1657
10148,13,1599
10149,13,807
10150,13,1900
10151,13,790
10152,13,728
10153,13,1508
10154,13,224
10155,13,155
10156,13,968
10157,13,1449
10158,13,1881
10159,13,568
10160,13,1235
10161,13,17
10162,13,345
10163,13,693
10164,13,239
10165,13,1130
10166,13,1827
10167,13,1704
10168,13,810
10169,13,754
10170,13,1300
10171,13,1038
10172,13,1719
10173,13,259
10174,13,1879
10175,13,1110
10176,13,179
10177,13,664
10178,13,545
10179,13,813
10180,13,1599
10181,13,1018
10182,13,935
10183,13,904
10184,13,326
10185,13,1010
10186,13,1615
10187,13,1876
10188,13,1699
10189,13,597
10190,13,479
10191,13,342
10192,13,516
10193,13,1744
10194,13,1996
10195,13,945
10196,13,780
10197,13,1384
10198,13,71
10199,13,515
10200,13,802
10201,13,585
10202,13,856
10203,13,1293
10204,13,1913
10205,13,832
10206,13,766
10207,13,403
10208,13,306
10209,13,1564
10210,13,951
10211,13,189
10212,13,456
10213,13,104
10214,13,1234
10215,13,472
10216,13,570
10217,13,828
10218,13,1285
10219,13,1905
10220,13,1413
10221,13,86
10222,13,136
10223,13,1527
10224,13,679
10225,13,813
10226,13,396
10227,13,214
10228,13,22
10229,13,459
10230,13,372
10231,13,143
10232,13,1982
10233,13,1535
10234,13,323
10235,13,958
10236,13,1874
10237,13,170
10238,13,889
10239,13,1407
10240,13,1752
10241,13,1982
10242,13,1075
10243,13,1428
10244,13,118
10245,13,530
10246,13,306
10247,13,1511
10248,13,1425
10249,13,936
10250,13,1321
10251,13,1607
10252,13,1198
10253,13,774
10254,13,1991
10255,13,985
10256,13,1978
10257,13,468
10258,13,1485
10259,13,1824
10260,13,1164
10261,13,646
10262,13,1727
10263,13,6
10264,13,109
10265,13,1350
10266,13,628
10267,13,46
10268,13,1808
10269,13,162
10270,13,1009
10271,13,1042
10272,13,147
10273,13,104
10274,13,1687
10275,13,918
10276,13,1911
10277,13,1455
10278,13,852
10279,13,1935
10280,13,1481
10281,13,351
10282,13,509
10283,13,848
10284,13,990
10285,13,1025
10286,13,1158
10287,13,1472
10288,13,852
10289,13,1572
10290,13,344
10291,13,100
10292,13,1441
10293,13,1454
10294,13,1599
10295,13,351
10296,13,1876
10297,13,1142
10298,13,123
10299,13,1202
10300,13,772
10301,13,1816
10302,13,156
10303,13,42
10304,13,1678
10305,13,388
10306,13,794
10307,13,143
10308,13,112
10309,13,230
10310,13,230
10311,13,640
10312,13,207
10313,13,846
10314,13,1361
10315,13,1739
10316,13,1899
10317,13,1944
10318,13,1953
10319,13,91
10320,13,1976
10321,13,1761
10322,13,1375
10323,13,772
10324,13,1211
10325,13,625
10326,13,1800
10327,13,1265
10328,13,1031
10329,13,1230
10330,13,935
10331,13,607
10332,13,721
10333,13,1534
10334,13,1247
10335,13,227
10336,13,1601
10337,13,114
10338,13,78
10339,13,1266
10340,13,1405
10341,13,98
10342,13,1366
10343,13,610
10344,13,1954
10345,13,1606
10346,13,517
10347,13,666
10348,13,732
10349,13,1048
10350,13,1417
10351,13,709
10352,13,253
10353,13,449
10354,13,1872
10355,13,689
10356,13,1238
10357,13,754
10358,13,1836
10359,13,1600
10360,13,1291
10361,13,880
10362,13,139
10363,13,941
10364,13,1818
10365,13,1887
10366,13,1275
10367,13,915
10368,13,1827
10369,13,1086
10370,13,1914
10371,13,1011
10372,13,1180
10373,13,1279
10374,13,1213
10375,13,1470
10376,13,1527
10377,13,431
10378,13,548
10379,13,139
10380,13,1067
10381,13,1354
10382,13,1556
10383,13,456
10384,13,898
10385,13,250
10386,13,1754
10387,13,855
10388,13,82
10389,13,771
10390,13,1862
10391,13,280
10392,13,1433
10393,13,564
10394,13,1932
10395,13,1154
10396,13,1319
10397,13,1557
10398,13,1139
10399,13,1768
10400,13,756
10401,13,1855
10402,13,1852
10403,13,162
10404,13,1052
10405,13,357
10406,13,1884
10407,13,1188
10408,13,702
10409,13,1954
10410,13,186
10411,13,676
10412,13,999
10413,13,904
10414,13,315
10415,13,1045
10416,13,1153
10417,13,1647
10418,13,1711
10419,13,117
10420,13,1996
10421,13,1675
10422,13,1510
10423,13,980
10424,13,1163
10425,13,1059
10426,13,920
10427,13,1321
10428,13,358
10429,13,1446
10430,13,894
10431,13,220
10432,13,78
10433,13,1664
10434,13,288
10435,13,415
10436,13,1206
10437,13,394
10438,13,1590
10439,13,570
10440,13,977
10441,13,83
10442,13,201
10443,13,1961
10444,13,76
10445,13,1318
10446,13,1712
10447,13,1448
10448,13,1831
10449,13,754
10450,13,461
10451,13,1097
10452,13,602
10453,13,1473
10454,13,1536
10455,13,1748
10456,13,1962
10457,13,1733
10458,13,861
10459,13,15
10460,13,845
10461,13,54
10462,13,742
10463,13,915
10464,13,1553
10465,13,944
10466,13,1225
10467,13,1182
10468,13,193
10469,13,1591
10470,13,132
10471,13,892
10472,13,379
10473,13,141
10474,13,1078
10475,13,463
10476,13,582
10477,13,700
10478,13,1132
10479,13,1043
10480,13,1899
10481,13,959
10482,13,1883
10483,13,1508
10484,13,765
10485,13,254
10486,13,1917
10487,13,1973
10488,13,309
10489,13,1538
10490,13,220
10491,13,735
10492,13,717
10493,13,672
10494,13,1981
10495,13,1747
10496,13,585
10497,13,1034
10498,13,535
10499,13,600
10500,13,263
10501,13,1117
10502,13,720
10503,13,761
10504,13,1535
10505,13,1261
10506,13,1060
10507,13,1359
10508,13,555
10509,13,1390
10510,13,908
10511,13,936
10512,13,1046
10513,13,333
10514,13,553
10515,13,1829
10516,13,935
10517,13,1432
10518,13,1523
10519,13,363
10520,13,977
10521,13,1813
10522,13,1448
10523,13,823
10524,13,1503
10525,13,222
10526,13,724
10527,13,1830
10528,13,1633
10529,13,358
10530,13,1298
10531,13,1571
10532,13,557
10533,13,1373
10534,13,460
10535,13,1757
10536,13,958
10537,13,1469
10538,13,1912
10539,13,1867
10540,13,1802
10541,13,643
10542,13,994
10543,13,1587
10544,13,1772
10545,13,760
10546,13,1833
10547,13,1023
10548,13,1170
10549,13,981
10550,13,1205
10551,13,304
10552,13,881
10553,13,907
10554,13,963
10555,13,911
10556,13,1657
10557,13,117
10558,13,362
10559,13,1028
10560,13,1662
10561,13,582
10562,13,543
10563,13,255
10564,13,275
10565,13,416
10566,13,627
10567,13,489
10568,13,1176
10569,13,316
10570,13,1197
10571,13,276
10572,13,1890
10573,13,1025
10574,13,722
10575,13,184
10576,13,1818
10577,13,952
10578,13,1309
10579,13,361
10580,13,614
10581,13,670
10582,13,1403
10583,13,179
10584,13,316
10585,13,1013
10586,13,132
10587,13,44
10588,13,1024
10589,13,1241
10590,13,1239
10591,13,1171
10592,13,1808
10593,13,1932
10594,13,291
10595,13,1295
10596,13,952
10597,13,847
10598,13,621
10599,13,1250
10600,13,4
10601,13,1769
10602,13,1866
10603,13,1105
10604,13,1115
10605,13,662
10606,13,1945
10607,13,1747
10608,13,58
10609,13,1253
10610,13,754
10611,13,1929
10612,13,1175
10613,13,1733
10614,13,154
10615,13,770
10616,13,100
10617,13,1926
10618,13,1908
10619,13,60
10620,13,328
10621,13,1435
10622,13,1709
10623,13,1623
10624,13,103
10625,13,735
10626,13,188
10627,13,1299
10628,13,1807
10629,13,1172
10630,13,78
10631,13,1510
10632,13,280
10633,13,1255
10634,13,1844
10635,13,1926
10636,13,1483
10637,13,772
10638,13,1616
10639,13,43
10640,13,1717
10641,13,967
10642,13,562
10643,13,397
10644,13,307
10645,13,203
10646,13,1632
10647,13,2000
10648,13,1188
10649,13,1859
10650,13,1560
10651,13,116
10652,13,1506
10653,13,531
10654,13,1460
10655,13,1927
10656,13,1016
10657,13,1021
10658,13,1283
10659,13,375
10660,13,452
10661,13,1614
10662,13,1908
10663,13,212
10664,13,132
10665,13,1150
10666,13,831
10667,13,1721
10668,13,1733
10669,13,1111
10670,13,1487
10671,13,1517
10672,13,649
10673,13,393
10674,13,1912
10675,13,1766
10676,13,918
10677,13,518
10678,13,1226
10679,13,536
10680,13,180
10681,13,862
10682,13,693
10683,13,666
10684,13,1653
10685,13,25
10686,13,1013
10687,13,193
10688,13,1488
10689,13,711
10690,13,1121
10691,13,598
10692,13,87
10693,13,682
10694,13,1001
10695,13,854
10696,13,1341
10697,13,626
10698,13,113
10699,13,605
10700,13,1965
10701,13,950
10702,13,771
10703,13,1784
10704,13,9
10705,13,71
10706,13,1049
10707,13,1308
10708,13,976
10709,13,1422
10710,13,1034
10711,13,49
10712,13,717
10713,13,1124
10714,13,1206
10715,13,1652
10716,13,1669
10717,13,578
10718,13,1534
10719,13,1941
10720,13,1413
10721,13,576
10722,13,1421
10723,13,788
10724,13,580
10725,13,985
10726,13,848
10727,13,40
10728,13,1659
10729,13,715
10730,13,629
10731,13,957
10732,13,359
10733,13,594
10734,13,18
10735,13,1651
10736,13,516
10737,13,877
10738,13,229
10739,13,531
10740,13,727
10741,13,951
10742,13,593
10743,13,390
10744,13,1637
10745,13,1885
10746,13,1313
10747,13,1930
10748,13,855
10749,13,1773
10750,13,136
10751,13,656
10752,13,1313
10753,13,964
10754,13,109
10755,13,1321
10756,13,867
10757,13,1424
10758,13,1545
10759,13,1602
10760,13,615
10761,13,976
10762,13,222
10763,13,586
10764,13,1442
10765,13,358
10766,13,1453
10767,13,357
10768,13,1950
10769,13,1563
10770,13,187
10771,13,1544
10772,13,1132
10773,13,559
10774,13,436
10775,13,684
10776,13,396
10777,13,19
10778,13,1347
10779,13,735
10780,13,582
10781,13,1230
10782,13,1576
10783,13,1459
10784,13,455
10785,13,1307
10786,13,1854
10787,13,406
10788,13,849
10789,13,1067
10790,13,461
10791,13,1163
10792,13,861
10793,13,102
10794,13,751
10795,13,1411
10796,13,368
10797,13,655
10798,13,209
10799,13,584
10800,13,1124
10801,13,474
10802,13,1854
10803,13,1647
10804,13,217
10805,13,151
10806,13,118
10807,13,160
10808,13,1484
10809,13,1554
10810,13,1020
10811,13,1261
10812,13,726
10813,13,327
10814,13,1958
10815,13,1966
10816,13,1490
10817,13,1410
10818,13,1095
10819,13,117
10820,13,691
10821,13,530
10822,13,296
10823,13,950
10824,13,1236
10825,13,1812
10826,13,1313
10827,13,16
10828,13,1661
10829,13,247
10830,13,1701
10831,13,522
10832,13,165
10833,13,1043
10834,13,1222
10835,13,1737
10836,13,1006
10837,13,838
10838,13,1094
10839,13,784
10840,13,1321
10841,13,1050
10842,13,1558
10843,13,1052
10844,13,1111
10845,13,997
10846,13,644
10847,13,686
10848,13,1831
10849,13,1316
10850,13,1359
10851,13,1846
10852,13,122
10853,13,1792
10854,13,1366
10855,13,1810
10856,13,1038
10857,13,298
10858,13,109
10859,13,1325
10860,13,1016
10861,13,17
10862,13,1069
10863,13,1830
10864,13,200
10865,13,1599
10866,13,295
10867,13,117
10868,13,1842
10869,13,521
10870,13,545
10871,13,1342
10872,13,1866
10873,13,1382
10874,13,1722
10875,13,152
10876,13,244
10877,13,1803
10878,13,216
10879,13,1529
10880,13,1940
10881,13,376
10882,13,895
10883,13,1314
10884,13,748
10885,13,1595
10886,13,1135
10887,13,697
10888,13,6
10889,13,102
10890,13,1192
10891,13,1399
10892,13,738
10893,13,1706
10894,13,41
10895,13,1490
10896,13,1228
10897,13,1276
10898,13,1933
10899,13,240
10900,13,826
10901,13,840
10902,13,1630
10903,13,46
10904,13,1671
10905,13,917
10906,13,181
10907,13,787
10908,13,686
10909,13,414
10910,13,758
10911,13,1198
10912,13,1755
10913,13,193
10914,13,496
10915,13,743
10916,13,1680
10917,13,522
10918,13,1726
10919,13,1167
10920,13,73
10921,13,251
10922,13,1319
10923,13,373
10924,13,1090
10925,13,101
10926,13,1956
10927,13,282
10928,13,1362
10929,13,1687
10930,13,1528
10931,13,30
10932,13,1293
10933,13,1808
10934,13,1572
10935,13,945
10936,13,835
10937,13,162
10938,13,154
10939,13,819
10940,13,523
10941,13,257
10942,13,1707
10943,13,1616
10944,13,1287
10945,13,1117
10946,13,815
10947,13,653
10948,13,1335
10949,13,149
10950,13,1123
10951,13,1752
10952,13,1734
10953,13,964
10954,13,1871
10955,13,514
10956,13,1077
10957,13,1966
10958,13,1894
10959,13,1064
10960,13,756
10961,13,1645
10962,13,252
10963,13,277
10964,13,492
10965,13,652
10966,13,805
10967,13,848
10968,13,1077
10969,13,16
10970,13,134
10971,13,1526
10972,13,831
10973,13,22
10974,13,1905
10975,13,858
10976,13,53
10977,13,884
10978,13,1250
10979,13,895
10980,13,1206
10981,13,553
10982,13,1874
10983,13,985
10984,13,360
10985,13,1261
10986,13,1946
10987,13,1430
10988,13,1503
10989,13,1666
10990,13,88
10991,13,566
10992,13,1136
10993,13,123
10994,13,1483
10995,13,1692
10996,13,119
10997,13,1397
10998,13,1359
10999,13,115
11000,13,1978
11001,13,1170
11002,13,1039
11003,13,1060
11004,13,1637
11005,13,524
11006,14,1855
11007,14,194
11008,14,464
11009,14,304
11010,14,1648
11011,14,498
11012,14,195
11013,14,775
11014,14,123
11015,14,876
11016,14,914
11017,14,373
11018,14,1721
11019,14,1733
11020,14,1095
11021,14,1077
11022,14,1138
11023,14,1858
11024,14,1090
11025,14,1792
11026,14,339
11027,14,1594
11028,14,1952
11029,14,463
11030,14,1151
11031,14,184
11032,14,1725
11033,14,1002
11034,14,413
11035,14,468
11036,14,1906
11037,14,337
11038,14,642
11039,14,456
11040,14,1910
11041,14,753
11042,14,1121
11043,14,772
11044,14,804
11045,14,165
11046,14,1291
11047,14,233
11048,14,326
11049,14,1835
11050,14,47
11051,14,285
11052,14,1543
11053,14,989
11054,14,540
11055,14,1868
11056,14,263
11057,14,1261
11058,14,482
11059,14,347
11060,14,1358
11061,14,72
11062,14,1748
11063,14,671
11064,14,1209
11065,14,719
11066,14,652
11067,14,1737
11068,14,1322
11069,14,319
11070,14,796
11071,14,1862
11072,14,1626
11073,14,242
11074,14,441
11075,14,1425
11076,14,483
11077,14,1177
11078,14,664
11079,14,1934
11080,14,355
11081,14,510
11082,14,83
11083,14,441
11084,14,719
11085,14,97
11086,14,308
11087,14,1536
11088,14,347
11089,14,1250
11090,14,432
11091,14,1860
11092,14,1369
11093,14,1160
11094,14,587
11095,14,370
11096,14,777
11097,14,741
11098,14,1885
11099,14,1638
11100,14,565
11101,14,291
11102,14,1698
11103,14,1304
11104,14,36
11105,14,1169
11106,14,749
11107,14,308
11108,14,1423
11109,14,603
11110,14,472
11111,14,408
11112,14,5
11113,14,576
11114,14,1932
11115,14,1939
11116,14,1079
11117,14,1131
11118,14,1222
11119,14,1852
11120,14,1792
11121,14,1384
11122,14,1547
11123,14,560
11124,14,1863
11125,14,1832
11126,14,394
11127,14,1367
11128,14,373
11129,14,475
11130,14,1717
11131,14,627
11132,14,682
11133,14,1199
11134,14,1596
11135,14,982
11136,14,594
11137,14,1180
11138,14,1121
11139,14,1805
11140,14,1254
11141,14,1517
11142,14,387
11143,14,472
11144,14,873
11145,14,471
11146,14,173
11147,14,784
11148,14,124
11149,14,1553
11150,14,1631
11151,14,873
11152,14,153
11153,14,24
11154,14,1441
11155,14,1957
11156,14,944
11157,14,263
11158,14,852
11159,14,977
11160,14,1548
11161,14,330
11162,14,233
11163,14,13
11164,14,1412
11165,14,1213
11166,14,1748
11167,14,39
11168,14,655
11169,14,505
11170,14,1449
11171,14,1397
11172,14,637
11173,14,925
11174,14,758
11175,14,580
11176,14,1410
11177,14,1060
11178,14,156
11179,14,1615
11180,14,897
11181,14,1246
11182,14,692
11183,14,201
11184,14,1745
11185,14,855
11186,14,428
11187,14,1539
11188,14,1665
11189,14,1329
11190,14,401
11191,14,890
11192,14,228
11193,14,722
11194,14,125
11195,14,286
11196,14,1507
11197,14,1733
11198,14,415
11199,14,835
11200,14,1318
11201,14,873
11202,14,451
11203,14,659
11204,14,1885
11205,14,1017
11206,14,313
11207,14,868
11208,14,977
11209,14,1765
11210,14,1468
11211,14,640
11212,14,269
11213,14,1115
11214,14,1105
11215,14,1490
11216,14,227
11217,14,888
11218,14,1196
11219,14,429
11220,14,582
11221,14,533
11222,14,735
11223,14,1081
11224,14,1111
11225,14,191
11226,14,573
11227,14,756
11228,14,48
11229,14,1716
11230,14,1306
11231,14,599
11232,14,1939
11233,14,63
11234,14,1603
11235,14,105
11236,14,910
11237,14,1539
11238,14,706
11239,14,1295
11240,14,1796
11241,14,57
11242,14,1006
11243,14,413
11244,14,42
11245,14,470
11246,14,410
11247,14,1574
11248,14,847
11249,14,1447
11250,14,32
11251,14,1386
11252,14,752
11253,14,1456
11254,14,1520
11255,14,1763
11256,14,1438
11257,14,767
11258,14,290
11259,14,873
11260,14,1360
11261,14,1053
11262,14,1565
11263,14,43
11264,14,1720
11265,14,352
11266,14,1994
11267,14,698
11268,14,256
11269,14,873
11270,14,308
11271,14,101
11272,14,681
11273,14,1435
11274,14,1095
11275,14,1704
11276,14,23
11277,14,1394
11278,14,1197
11279,14,445
11280,14,1127
11281,14,1789
11282,14,6
11283,14,233
11284,14,1235
11285,14,763
11286,14,1782
11287,14,667
11288,14,185
11289,14,1245
11290,14,1121
11291,14,1210
11292,14,168
11293,14,1574
11294,14,831
11295,14,1570
11296,14,970
11297,14,905
11298,14,1486
11299,14,1229
11300,14,511
11301,14,1054
11302,14,1749
11303,14,1356
11304,14,1245
11305,14,612
11306,14,558
11307,14,1123
11308,14,586
11309,14,470
11310,14,1189
11311,14,150
11312,14,1443
11313,14,1074
11314,14,131
11315,14,685
11316,14,873
11317,14,937
11318,14,1376
11319,14,314
11320,14,1737
11321,14,893
11322,14,1236
11323,14,1841
11324,14,156
11325,14,77
11326,14,210
11327,14,1606
11328,14,684
11329,14,499
11330,14,435
11331,14,881
11332,14,588
11333,14,1653
11334,14,958
11335,14,1155
11336,14,1572
11337,14,1296
11338,14,1712
11339,14,427
11340,14,868
11341,14,1781
11342,14,1976
11343,14,1011
11344,14,180
11345,14,551
11346,14,433
11347,14,145
11348,14,27
11349,14,552
11350,14,1743
11351,14,323
11352,14,11
11353,14,650
11354,14,1350
11355,14,905
11356,14,1942
11357,14,593
11358,14,1953
11359,14,495
11360,14,1476
11361,14,862
11362,14,1102
11363,14,342
11364,14,1325
11365,14,1917
11366,14,1472
11367,14,1551
11368,14,1833
11369,14,584
11370,14,607
11371,14,109
11372,14,1657
11373,14,1486
11374,14,1252
11375,14,3
11376,14,1367
11377,14,35
11378,14,1370
11379,14,485
11380,14,482
11381,14,1863
11382,14,1480
11383,14,711
11384,14,1961
11385,14,177
11386,14,756
11387,14,839
11388,14,53
11389,14,1530
11390,14,595
11391,14,1981
11392,14,41
11393,14,285
11394,14,1552
11395,14,857
11396,14,333
11397,14,1176
11398,14,1067
11399,14,1746
11400,14,497
11401,14,1917
11402,14,1726
11403,14,94
11404,14,767
11405,14,738
11406,14,343
11407,14,1325
11408,14,1431
11409,14,1140
11410,14,442
11411,14,1064
11412,14,873
11413,14,617
11414,14,1731
11415,14,1217
11416,14,467
11417,14,20
11418,14,1457
11419,14,1488
11420,14,451
11421,14,1602
11422,14,361
11423,14,269
11424,14,145
11425,14,1581
11426,14,1165
11427,14,971
11428,14,507
11429,14,36
11430,14,1140
11431,14,1782
11432,14,1890
11433,14,1279
11434,14,1408
11435,14,685
11436,14,1526
11437,14,1489
11438,14,1239
11439,14,668
11440,14,1021
11441,14,175
11442,14,1251
11443,14,697
11444,14,373
11445,14,405
11446,14,1860
11447,14,986
11448,14,959
11449,14,636
11450,14,1406
11451,14,137
11452,14,848
11453,14,1505
11454,14,1030
11455,14,108
11456,14,1109
11457,14,997
11458,14,1528
11459,14,909
11460,14,1521
11461,14,640
11462,14,373
11463,14,727
11464,14,1291
11465,14,825
11466,14,184
11467,14,437
11468,14,719
11469,14,246
11470,14,570
11471,14,70
11472,14,338
11473,14,1037
11474,14,1998
11475,14,566
11476,14,171
11477,14,390
11478,14,890
11479,14,150
11480,14,800
11481,14,1369
11482,14,897
11483,14,1417
11484,14,1447
11485,14,557
11486,14,839
11487,14,1579
11488,14,358
11489,14,1474
11490,14,1135
11491,14,1855
11492,14,1309
11493,14,1611
11494,14,1287
11495,14,1977
11496,14,690
11497,14,1172
11498,14,781
11499,14,1750
11500,14,1885
11501,14,606
11502,14,1649
11503,14,1446
11504,14,1444
11505,14,1474
11506,14,1883
11507,14,1995
11508,14,1600
11509,14,195
11510,14,1913
11511,14,474
11512,14,1231
11513,14,444
11514,14,154
11515,14,1610
11516,14,339
11517,14,923
11518,14,50
11519,14,304
11520,14,163
11521,14,535
11522,14,1254
11523,14,1936
11524,14,167
11525,14,1322
11526,14,932
11527,14,182
11528,14,1168
11529,14,67
11530,14,984
11531,14,1118
11532,14,744
11533,14,1182
11534,14,1411
11535,14,493
11536,14,1760
11537,14,1462
11538,14,600
11539,14,407
11540,14,1080
11541,14,141
11542,14,695
11543,14,547
11544,14,1634
11545,14,493
11546,14,1631
11547,14,801
11548,14,1480
11549,14,1672
11550,14,1843
11551,14,1444
11552,14,1347
11553,14,1544
11554,14,60
11555,14,1885
11556,14,523
11557,14,1836
11558,14,801
11559,14,323
11560,14,1958
11561,14,124
11562,14,402
11563,14,1341
11564,14,866
11565,14,257
11566,14,730
11567,14,233
11568,14,824
11569,14,679
11570,14,1531
11571,14,675
11572,14,927
11573,14,134
11574,14,1127
11575,14,935
11576,14,805
11577,14,1353
11578,14,680
11579,14,1653
11580,14,1271
11581,14,27
11582,14,1518
11583,14,1256
11584,14,1172
11585,14,981
11586,14,1776
11587,14,733
11588,14,1499
11589,14,787
11590,14,835
11591,14,564
11592,14,1389
11593,14,1018
11594,14,1767
11595,14,347
11596,14,322
11597,14,314
11598,14,349
11599,14,1860
11600,14,658
11601,14,791
11602,14,1952
11603,14,1424
11604,14,901
11605,14,1805
11606,14,473
11607,14,1814
11608,14,225
11609,14,1734
11610,14,1720
11611,14,1113
11612,14,268
11613,14,7
11614,14,1697
11615,14,1643
11616,14,1649
11617,14,1369
11618,14,1541
11619,14,135
11620,14,1811
11621,14,1847
11622,14,1122
11623,14,50
11624,14,401
11625,14,1555
11626,14,1810
11627,14,597
11628,14,1607
11629,14,1198
11630,14,1329
11631,14,219
11632,14,1743
11633,14,1206
11634,14,1033
11635,14,366
11636,14,1316
11637,14,637
11638,14,913
11639,14,1281
11640,14,661
11641,14,1175
11642,14,1198
11643,14,1601
11644,14,417
11645,14,973
11646,14,107
11647,14,1733
11648,14,338
11649,14,1416
11650,14,1313
11651,14,544
11652,14,1884
11653,14,1950
11654,14,856
11655,14,846
11656,14,77
11657,14,1835
11658,14,226
11659,14,1720
11660,14,888
11661,14,1231
11662,14,402
11663,14,621
11664,14,834
11665,14,167
11666,14,922
11667,14,1721
11668,14,1216
11669,14,513
11670,14,609
11671,14,951
11672,14,1093
11673,14,510
11674,14,99
11675,14,312
11676,14,926
11677,14,495
11678,14,924
11679,14,1573
11680,14,704
11681,14,442
11682,14,250
11683,14,1598
11684,14,422
11685,14,985
11686,14,150
11687,14,1804
11688,14,974
11689,14,1531
11690,14,1987
11691,14,597
11692,14,1114
11693,14,626
